train.size,percent.correct.labels,auc,percent.correct.intervals
2,93.7462775461584,0.974333409389119,93.7462775461584
4,93.7462775461584,0.974333409389119,93.7462775461584
6,93.7462775461584,0.974333409389119,93.7462775461584
8,93.7462775461584,0.974333409389119,93.7462775461584
10,93.3889219773675,0.974333409389119,93.3889219773675
12,93.3889219773675,0.974333409389119,93.3889219773675
14,93.3889219773675,0.974333409389119,93.3889219773675
16,92.1083978558666,0.974333409389119,92.078618225134
18,92.1083978558666,0.974333409389119,92.078618225134
20,89.7855866587254,0.974333409389119,89.7855866587254
25,89.7855866587254,0.974333409389119,89.7855866587254
30,89.7855866587254,0.974333409389119,89.7855866587254
35,89.7855866587254,0.974333409389119,89.7855866587254
40,89.7855866587254,0.974333409389119,89.7855866587254
45,89.7855866587254,0.974333409389119,89.7855866587254
50,89.7855866587254,0.974333409389119,89.7855866587254
55,89.7855866587254,0.974333409389119,89.7855866587254
60,89.7855866587254,0.974333409389119,89.7855866587254
