train.size,percent.correct.labels,auc,percent.correct.intervals
2,91.8927064496685,0.979066249615424,91.8625678119349
4,91.8927064496685,0.979066249615424,91.8625678119349
6,91.8927064496685,0.979066249615424,91.8625678119349
8,91.8927064496685,0.979066249615424,91.8625678119349
10,91.8927064496685,0.979066249615424,91.8625678119349
12,91.8927064496685,0.979066249615424,91.8625678119349
14,91.8927064496685,0.979066249615424,91.8625678119349
16,91.8927064496685,0.979066249615424,91.8625678119349
18,91.8927064496685,0.979066249615424,91.8625678119349
20,91.8927064496685,0.979066249615424,91.8625678119349
25,91.8927064496685,0.979066249615424,91.8625678119349
30,91.8927064496685,0.979066249615424,91.8625678119349
35,91.8927064496685,0.979066249615424,91.8625678119349
40,91.8927064496685,0.979066249615424,91.8625678119349
45,91.8927064496685,0.979066249615424,91.8625678119349
50,91.8927064496685,0.979066249615424,91.8625678119349
55,91.8927064496685,0.979066249615424,91.8625678119349
60,91.8927064496685,0.979066249615424,91.8625678119349
65,91.8927064496685,0.979066249615424,91.8625678119349
70,91.8927064496685,0.979066249615424,91.8625678119349
75,91.8927064496685,0.979066249615424,91.8625678119349
80,91.8927064496685,0.979066249615424,91.8625678119349
85,91.8927064496685,0.979066249615424,91.8625678119349
90,91.8927064496685,0.979066249615424,91.8625678119349
95,91.8927064496685,0.979066249615424,91.8625678119349
100,91.8927064496685,0.979066249615424,91.8625678119349
