train.size,percent.correct.labels,auc,percent.correct.intervals
2,90.9885473176612,0.971762925632616,90.9885473176612
4,93.3092224231465,0.980682878703037,93.3092224231465
6,97.588908981314,0.994039810148521,97.588908981314
8,97.7094635322483,0.995075727275151,97.7094635322483
10,97.7697408077155,0.995094392448604,97.7697408077155
12,97.5587703435805,0.994942404607631,97.5587703435805
14,98.0711271850512,0.99387648988081,98.0711271850512
16,97.8601567209162,0.993688504919606,97.8601567209162
18,97.7396021699819,0.993483854624963,97.7396021699819
20,97.7697408077155,0.993283204010346,97.7697408077155
25,97.6491862567812,0.992277951097246,97.6491862567812
30,97.166968053044,0.994743753833027,97.166968053044
35,97.166968053044,0.994847745513692,97.166968053044
40,97.166968053044,0.994846412287017,97.166968053044
45,96.955997588909,0.994529770951657,96.955997588909
50,96.6546112115732,0.994271791590006,96.6546112115732
55,96.6244725738397,0.994244460443164,96.6244725738397
60,96.6244725738397,0.994229794949737,96.6244725738397
65,96.6244725738397,0.994249793349865,96.6244725738397
70,96.5943339361061,0.994079806948777,96.5943339361061
75,96.4737793851718,0.994027811108445,96.4737793851718
80,96.5039180229054,0.994033810628483,96.5039180229054
85,95.9011452682339,0.993413193611178,95.9011452682339
90,95.9011452682339,0.993425859264592,95.9011452682339
95,95.961422543701,0.993464522838173,95.961422543701
100,95.961422543701,0.993457856704797,95.961422543701
