train.size,percent.correct.labels,auc,percent.correct.intervals
2,89.2982456140351,0.973695877050392,89.2982456140351
4,85.6140350877193,0.973695877050392,85.6140350877193
6,93.5087719298246,0.973695877050392,93.5087719298246
8,91.2280701754386,0.973695877050392,91.2280701754386
10,92.280701754386,0.973695877050392,92.280701754386
12,92.280701754386,0.973695877050392,92.280701754386
14,92.280701754386,0.973695877050392,92.280701754386
16,92.280701754386,0.973695877050392,92.280701754386
18,92.280701754386,0.973695877050392,92.280701754386
20,92.280701754386,0.973695877050392,92.280701754386
25,92.280701754386,0.973695877050392,92.280701754386
30,92.280701754386,0.973695877050392,92.280701754386
35,92.280701754386,0.973695877050392,92.280701754386
40,92.280701754386,0.973695877050392,92.280701754386
45,92.6315789473684,0.973695877050392,92.6315789473684
50,92.6315789473684,0.973695877050392,92.6315789473684
55,92.6315789473684,0.973695877050392,92.6315789473684
60,92.6315789473684,0.973695877050392,92.6315789473684
65,93.5087719298246,0.973695877050392,93.5087719298246
70,93.5087719298246,0.973695877050392,93.5087719298246
75,93.5087719298246,0.973695877050392,93.5087719298246
80,93.5087719298246,0.973695877050392,93.5087719298246
85,93.5087719298246,0.973695877050392,93.5087719298246
90,93.5087719298246,0.973695877050392,93.5087719298246
95,93.5087719298246,0.973695877050392,93.5087719298246
100,93.859649122807,0.973695877050392,93.859649122807
200,93.859649122807,0.973695877050392,93.859649122807
300,93.5087719298246,0.973695877050392,93.5087719298246
400,93.6842105263158,0.973695877050392,93.6842105263158
500,93.5087719298246,0.973695877050392,93.5087719298246
600,93.5087719298246,0.973695877050392,93.5087719298246
700,93.5087719298246,0.973695877050392,93.5087719298246
800,93.5087719298246,0.973695877050392,93.5087719298246
900,93.5087719298246,0.973695877050392,93.5087719298246
1000,94.0350877192983,0.973695877050392,94.0350877192983
2848,93.6842105263158,0.973695877050392,93.6842105263158
