train.size,percent.correct.labels,auc,percent.correct.intervals
2,92.1083978558666,0.980958781362007,92.078618225134
4,92.1083978558666,0.980958781362007,92.078618225134
6,92.1083978558666,0.980958781362007,92.078618225134
8,92.1083978558666,0.980958781362007,92.078618225134
10,92.1083978558666,0.980958781362007,92.078618225134
12,92.1083978558666,0.980958781362007,92.078618225134
14,92.1083978558666,0.980958781362007,92.078618225134
16,92.1083978558666,0.980958781362007,92.078618225134
18,92.1083978558666,0.980958781362007,92.078618225134
20,92.1083978558666,0.980958781362007,92.078618225134
25,92.1083978558666,0.980958781362007,92.078618225134
30,92.1083978558666,0.980958781362007,92.078618225134
35,92.1083978558666,0.980958781362007,92.078618225134
40,92.1083978558666,0.980958781362007,92.078618225134
45,92.1083978558666,0.980958781362007,92.078618225134
50,92.1083978558666,0.980958781362007,92.078618225134
55,92.1083978558666,0.980958781362007,92.078618225134
60,92.1083978558666,0.980958781362007,92.078618225134
