train.size,percent.correct.labels,auc,percent.correct.intervals
2,83.9361060880048,0.97924601487034,83.9361060880048
4,86.618444846293,0.97924601487034,86.618444846293
6,86.5581675708258,0.97924601487034,86.5581675708258
8,86.5581675708258,0.97924601487034,86.5581675708258
10,86.5581675708258,0.97924601487034,86.5581675708258
12,86.5581675708258,0.97924601487034,86.5581675708258
14,86.8595539481616,0.97924601487034,86.8595539481615
16,86.8595539481616,0.97924601487034,86.8595539481615
18,86.8595539481616,0.97924601487034,86.8595539481615
20,86.8595539481616,0.97924601487034,86.8595539481615
25,87.8541289933695,0.97924601487034,87.8541289933695
30,87.8541289933695,0.97924601487034,87.8541289933695
35,87.8541289933695,0.97924601487034,87.8541289933695
40,87.8541289933695,0.97924601487034,87.8541289933695
45,87.8541289933695,0.97924601487034,87.8541289933695
50,87.8541289933695,0.97924601487034,87.8541289933695
55,87.8541289933695,0.97924601487034,87.8541289933695
60,87.8541289933695,0.97924601487034,87.8541289933695
65,87.1910789632309,0.97924601487034,87.1910789632309
70,87.0705244122966,0.97924601487034,87.0705244122966
75,87.0705244122966,0.97924601487034,87.0705244122966
80,87.0705244122966,0.97924601487034,87.0705244122966
85,87.0705244122966,0.97924601487034,87.0705244122966
90,87.040385774563,0.97924601487034,87.040385774563
95,87.040385774563,0.97924601487034,87.040385774563
100,87.040385774563,0.97924601487034,87.040385774563
